image,score
66386.jpg,3.9717178536632174
158154.jpg,3.7344011719816
136049.jpg,3.6208396370095888
19238.jpg,3.237130569917966
36141.jpg,3.2341491195600627
76162.jpg,7.040117384432776
103174.jpg,3.5021893759013425
34377.jpg,3.4910722422425784
91282.jpg,3.920363562063426
43986.jpg,3.465407430290206
38813.jpg,4.980779474570923
92286.jpg,3.59350478009195
77173.jpg,3.450490662221977
76168.jpg,3.5051615093123463
128857.jpg,3.160054226607256
23314.jpg,5.209242669839517
196817.jpg,9.588034579285765
12705.jpg,4.146721547708505
102967.jpg,3.483907242458756
86780.jpg,3.5216990372720165
88546.jpg,4.015164288121913
15405.jpg,3.1769254898922865
280785.jpg,3.4583892853257705
33805.jpg,3.40788851458741
265984.jpg,3.544541103243995
250015.jpg,5.167295728366257
29652.jpg,3.325643497599212
241062.jpg,3.0379768262439613
84077.jpg,7.33370670375939
232838.jpg,3.455400673770205
286456.jpg,3.5714980916485315
156198.jpg,7.522736469223204
42702.jpg,5.02521437853253
38859.jpg,4.089174086749134
83698.jpg,3.4885884736256445
27813.jpg,3.044297291220861
22236.jpg,4.905964130489662
33459.jpg,3.3218801579815618
41779.jpg,3.4585792296124778
60083.jpg,3.408713685847788
48761.jpg,3.5793362094623467
15103.jpg,5.518659305551507
30897.jpg,4.916193030202361
103711.jpg,3.1618796621769887
15518.jpg,3.7102777940870713
38648.jpg,8.302904577672091
20495.jpg,3.548841520052315
107725.jpg,3.4575230325464337
145090.jpg,3.504026066044001
54711.jpg,3.02620790513887
105775.jpg,7.326529187081316
11273.jpg,4.396963075671796
91825.jpg,3.085871401121101
63141.jpg,3.8609120645701065
42615.jpg,3.3285390895410734
45123.jpg,2.835348667268169
108821.jpg,3.089528171279984
19923.jpg,3.9636033439325966
17126.jpg,9.477390875763303
95307.jpg,6.131504717646167
33796.jpg,3.7323289128845714
61753.jpg,3.264260758730794
42493.jpg,3.4459834870753
61920.jpg,4.03941828785833
27904.jpg,3.074025402984176
197215.jpg,4.506589229267361
82501.jpg,3.560903653317003
37516.jpg,3.156690015681461
212718.jpg,3.42710903110812
57709.jpg,3.494484952647969
228353.jpg,3.022193798179354
150365.jpg,3.213414849933807
106993.jpg,4.664651223406084
17304.jpg,3.320659306553404
77393.jpg,3.1135238197883632
256712.jpg,3.388921642615057
186198.jpg,3.5418179038832447
291829.jpg,3.2326953982317983
218270.jpg,4.098700803196564
59858.jpg,7.763828304639002
166652.jpg,3.4042957818535227
75702.jpg,3.297645474067984
115000.jpg,3.358702575158549
236456.jpg,5.34306202995213
123975.jpg,3.259898614968314
66282.jpg,2.9239812515469588
26295.jpg,3.545615916206695
40353.jpg,3.1710717358247678
29513.jpg,3.1420911340256383
106727.jpg,3.5367393269151544
30853.jpg,4.3577258181685705
43726.jpg,3.636317460900279
248827.jpg,3.7592621284299534
67569.jpg,3.7351871087290087
105687.jpg,3.102862817620568
107564.jpg,3.1070702166130992
58690.jpg,3.1541439754865124
72514.jpg,3.1226537439150377
68014.jpg,5.3524571688705
54497.jpg,7.228834978013605
16379.jpg,3.9541555405313935
13287.jpg,9.31481112629228
188225.jpg,3.3607865462258637
189009.jpg,3.2358359699536146
109804.jpg,3.2245442258016404
92683.jpg,5.930107743365145
44100.jpg,3.95993681987036
36396.jpg,8.460698643923877
90989.jpg,3.4287906114414914
293478.jpg,3.128922622500783
89897.jpg,4.426696129194916
34453.jpg,3.8283848712457584
41796.jpg,5.630400018094325
199126.jpg,3.312324830011418
60312.jpg,3.277627897297659
200250.jpg,3.3208775936729755
177997.jpg,3.6857376971165934
188948.jpg,3.294186897578217
61905.jpg,3.0811156342971238
246635.jpg,3.5249171431042345
203308.jpg,9.845802931425682
78586.jpg,3.38747256599374
260135.jpg,3.0971874231450105
224281.jpg,3.46908425258008
70050.jpg,2.9367951599564663
54873.jpg,4.389184488153174
37818.jpg,4.587278597981011
71895.jpg,4.016291589730214
238148.jpg,3.2911265089590964
228998.jpg,3.10046188604595
125794.jpg,3.1422489044274298
85323.jpg,3.021734084066151
11474.jpg,4.285430460296293
95898.jpg,3.011217399590941
107731.jpg,5.242527971628492
128712.jpg,3.503583201902478
12995.jpg,3.4484544735748943
14049.jpg,4.1576083368192505
71095.jpg,3.7052844737744817
156595.jpg,3.801406217090024
67332.jpg,4.881705473559522
248390.jpg,3.539259412566463
21718.jpg,4.407888975836517
35921.jpg,3.5621227256286128
140840.jpg,4.16646411301874
42060.jpg,3.3429311070586056
61821.jpg,3.084171780600543
30844.jpg,4.059981916886202
62013.jpg,3.662915487730485
29390.jpg,3.3415419891516267
85492.jpg,3.2008479182931007
264441.jpg,4.074886387726246
25321.jpg,5.327833293244324
124397.jpg,3.900589713393544
90447.jpg,3.808295740105477
59852.jpg,2.9675196018774908
230907.jpg,5.571539906650916
57000.jpg,7.954925277272692
21601.jpg,4.097891533257158
206618.jpg,3.339997795371171
63093.jpg,5.996227815368535
19104.jpg,9.852911523489617
58093.jpg,4.590516529395457
249728.jpg,9.909214643252524
17506.jpg,5.157559535578994
64652.jpg,3.8241281063142383
34204.jpg,2.971107905186573
33544.jpg,3.564196714811796
101818.jpg,2.929287456076367
44171.jpg,2.9536278406704364
39294.jpg,3.666057270423601
36910.jpg,3.847968209698744
11571.jpg,3.500709815688205
18255.jpg,4.988222678721508
63309.jpg,3.688120402242548
170940.jpg,3.613446618728672
31499.jpg,3.2844158652496622
99572.jpg,3.477256975976071
48309.jpg,5.250901703907122
38909.jpg,3.3701713104216635
126593.jpg,3.6010401691971623
41234.jpg,9.203527722144605
76999.jpg,3.109943795242642
140683.jpg,3.172003216829817
56294.jpg,3.368528152166511
71134.jpg,3.4753820460016787
13790.jpg,4.671939137925682
260222.jpg,3.3046465849857314
98182.jpg,3.106375512916736
253392.jpg,7.933225340131162
137429.jpg,3.4677493750898583
132950.jpg,3.668379440904349
229839.jpg,3.10305158256101
188761.jpg,3.324639063142044
147465.jpg,4.155258795994103
209865.jpg,6.331070995261545
71962.jpg,2.9949204322801823
78445.jpg,3.286757119968963
89985.jpg,3.6393718733864806
93205.jpg,3.3240008792946583
147493.jpg,3.313568060563023
36574.jpg,4.1866313116963525
57014.jpg,3.701882042768424
267174.jpg,4.231180526167515
47059.jpg,4.168161458759531
75654.jpg,3.6549737876179496
162189.jpg,3.491836985426423
286519.jpg,3.499393639253225
294260.jpg,3.3215146383791057
13709.jpg,9.198755418590537
90165.jpg,4.4525235952867
98691.jpg,3.799488588758848
171536.jpg,3.593455476112311
254033.jpg,4.587018054536157
46107.jpg,4.605407946590021
71569.jpg,9.5191216624069
73486.jpg,3.3864460172173247
12560.jpg,3.008609949292229
102863.jpg,3.1537216313632737
96975.jpg,3.045043137660548
22055.jpg,3.9501775427905086
195146.jpg,3.70115931545372
95652.jpg,3.415111386944445
62039.jpg,3.110103777223881
99599.jpg,3.2218529659507005
121254.jpg,4.4462323012115625
50136.jpg,3.186155228561674
36681.jpg,4.263315034849925
16690.jpg,3.182611873378151
16558.jpg,3.180289665860104
107589.jpg,5.242527971628492
237641.jpg,3.195079575135713
89736.jpg,3.8587416476125953
187375.jpg,7.468660796045892
146116.jpg,3.96959254470006
86543.jpg,9.95574955588827
58275.jpg,4.9380334962054295
286393.jpg,3.880149711161739
30940.jpg,4.100202837280328
191481.jpg,4.629340916839792
17969.jpg,7.4727890946442175
16696.jpg,3.212521684363474
13146.jpg,3.7207989684932135
64543.jpg,3.565471271535457
98388.jpg,3.3454327414193443
26509.jpg,3.930662628659287
44177.jpg,5.917875149461088
31306.jpg,3.540765797614705
64988.jpg,3.750922275766943
39199.jpg,6.496052495161741
285638.jpg,3.1156055366692152
28825.jpg,3.5855043419620145
47073.jpg,2.999877695636062
106228.jpg,2.9783348146696285
86258.jpg,3.283492907887729
139169.jpg,3.1653878930217303
231937.jpg,4.161314721554611
81380.jpg,3.83955017615248
80231.jpg,3.540331595591887
69568.jpg,4.109072895341537
95133.jpg,3.4582889150204204
23043.jpg,3.46750362496492
182815.jpg,3.333705448807029
25413.jpg,4.200282934496525
20839.jpg,8.209783309383322
62980.jpg,9.541827314189815
140857.jpg,3.664152965888068
15140.jpg,9.021990163675046
24404.jpg,3.66282964768642
230754.jpg,3.8846164374551737
222836.jpg,3.8466502060959553
12632.jpg,2.843993822796121
27288.jpg,5.041796361100571
14215.jpg,9.63289832730974
119904.jpg,3.719862697662969
80357.jpg,3.918305375849651
126537.jpg,3.2434696396173868
79152.jpg,3.351744578613225
190525.jpg,3.214848600190112
98385.jpg,3.159761737963356
64782.jpg,3.644027054811076
286949.jpg,9.769740021364669
52184.jpg,7.248449523692803
202440.jpg,5.59116350028307
91295.jpg,3.235311900949552
56867.jpg,3.058833541372561
282422.jpg,3.6424220516226855
20222.jpg,5.085735863363079
88099.jpg,3.356976721434794
231989.jpg,3.274600802211458
43996.jpg,3.3935652879506635
231349.jpg,3.574809486975352
93865.jpg,3.190653093417724
30932.jpg,3.462390080634191
18940.jpg,2.903324198248707
31426.jpg,3.5873084659717143
53824.jpg,3.915470639720369
144501.jpg,3.670377164258272
219744.jpg,3.406214802107029
96601.jpg,3.3576465651445107
14020.jpg,2.8863047169773206
14372.jpg,3.9072229178595057
93992.jpg,3.2464104487669667
78027.jpg,4.387386838297347
79155.jpg,3.3158447517425125
38218.jpg,8.298228300349596
24140.jpg,3.519829343316217
31349.jpg,4.131798321732208
34658.jpg,4.462033396525404
27342.jpg,5.862396991939814
206180.jpg,3.615658509887533
102032.jpg,2.873719225379794
67499.jpg,3.2794023706754745
186910.jpg,4.17897153913161
199497.jpg,4.050554939041535
18145.jpg,3.1403011553358464
47772.jpg,5.5482867936174864
29650.jpg,6.75335589973246
25367.jpg,5.303607737114042
100940.jpg,3.3638031438810363
175009.jpg,3.617456770110362
93696.jpg,4.345589189256352
34386.jpg,3.419257792759394
64246.jpg,3.026668475819404
53301.jpg,3.264601464560135
44421.jpg,3.2089873484840616
238318.jpg,4.124943580620996
53988.jpg,7.753272115367087
29502.jpg,3.4464870921299435
231656.jpg,3.19090015987177
267280.jpg,3.562423128769339
70041.jpg,3.9967248250488248
41331.jpg,4.083396959593481
49799.jpg,4.765515646384429
179997.jpg,4.177721248856896
77002.jpg,4.957314462556407
98554.jpg,2.993097398778316
159261.jpg,9.99999985439926
12657.jpg,3.2097969286583776
98394.jpg,3.214092292692176
105124.jpg,3.593807140009636
48143.jpg,3.797923856555829
77700.jpg,3.266508208106412
123045.jpg,3.295277289481453
131651.jpg,3.083528482536532
90654.jpg,3.626946547943098
252087.jpg,3.303116089672605
64658.jpg,5.430660397572104
259407.jpg,9.686328081265165
22118.jpg,9.876940362432329
30105.jpg,4.219262818319894
260032.jpg,3.397734771756374
57784.jpg,3.600267388272448
39503.jpg,3.446138302168656
104223.jpg,6.645256295876595
52100.jpg,3.5084195975497634
62962.jpg,4.064446976266283
17277.jpg,4.337013531406247
79445.jpg,5.319381318853499
82183.jpg,3.5262139619839696
202144.jpg,3.192085394954648
214539.jpg,3.721787696841243
238049.jpg,3.2627642020644543
14999.jpg,3.286179753270783
276737.jpg,2.939473349088488
71535.jpg,3.967020385578549
44119.jpg,3.743486526440372
116674.jpg,3.609517329444994
68860.jpg,3.243192072797155
17058.jpg,4.997148899348678
237183.jpg,3.0635356015402126
28333.jpg,4.332392743990118
19723.jpg,3.632302772760773
164948.jpg,3.258818034293076
14287.jpg,8.37760995136718
106025.jpg,9.785321759413575
12927.jpg,3.1979569852036698
66217.jpg,4.000474114747598
85561.jpg,3.8637775264004977
297381.jpg,3.119450486510694
71082.jpg,10.0
81985.jpg,3.46902771960945
40643.jpg,4.119976414764095
99871.jpg,5.4489789505803055
69667.jpg,4.070829712939712
187338.jpg,3.193089897950453
13505.jpg,6.316359283939144
23759.jpg,3.1975893337969765
99130.jpg,4.6198745699792765
128987.jpg,3.428961026596731
113437.jpg,3.655665970087784
16914.jpg,4.924648218838441
90396.jpg,3.5218292752370948
46429.jpg,3.931756757969128
96319.jpg,3.885275967941531
151251.jpg,7.013679854478529
38371.jpg,3.1216296014701244
211096.jpg,3.239211712947805
84100.jpg,3.012598936301266
103619.jpg,3.4132349741837857
88469.jpg,4.371881560720025
52871.jpg,3.63073714739752
24929.jpg,8.067791537910027
11260.jpg,3.3218400588954573
27825.jpg,3.316326639566718
30981.jpg,9.1680273578071
92895.jpg,5.479084331150279
143218.jpg,3.795644141672117
177625.jpg,3.509502491987364
88111.jpg,3.4538667619516525
141278.jpg,5.028888262907747
20824.jpg,8.960174997968783
32961.jpg,3.362358974327494
120260.jpg,3.484190547664033
104708.jpg,4.47606327093445
76908.jpg,4.28149800312186
114896.jpg,2.9735342659963617
80928.jpg,3.944211562731215
132876.jpg,3.4902667915197347
101756.jpg,3.31119003751403
161463.jpg,4.265057030179528
80329.jpg,3.243134387053904
86303.jpg,3.48541716158251
154188.jpg,3.3180403324883745
220089.jpg,3.491360891508644
57785.jpg,3.6335891609510154
18093.jpg,3.7404482020119616
87912.jpg,3.33921031452541
121068.jpg,9.967416145527112
108771.jpg,3.9075623659815593
38656.jpg,3.460208876791059
150715.jpg,3.2288482195953327
88982.jpg,4.660628720227352
99040.jpg,5.081410429236773
23300.jpg,3.5487733776957144
180466.jpg,3.625821075655991
182731.jpg,3.451084965235377
191882.jpg,3.2527630512800845
45250.jpg,4.152804551538023
90534.jpg,4.229918901141638
69967.jpg,3.2852009713575017
32650.jpg,5.516058546180977
12965.jpg,3.308634993708939
145494.jpg,3.3086810956102326
98237.jpg,3.3205999903684966
48101.jpg,4.675419887549443
28383.jpg,5.110569353208346
25744.jpg,3.09497500795801
99657.jpg,3.2164878460852258
222265.jpg,3.7996751983994046
142236.jpg,3.439964067021152
108162.jpg,3.3950682541724664
27733.jpg,4.800185940354551
32311.jpg,9.659663760693686
93816.jpg,2.985987801906208
46443.jpg,3.324151093999369
231879.jpg,5.112819076137173
73866.jpg,3.418291501284097
215951.jpg,4.167208802938263
96022.jpg,4.496025981024744
173444.jpg,3.1649769612644083
106917.jpg,3.4453030998228296
66109.jpg,3.4619173831933105
288928.jpg,3.464451060445298
46400.jpg,3.858036670065936
12327.jpg,4.484231797275149
96138.jpg,3.435557871853856
60225.jpg,4.050873014911545
252015.jpg,9.99499094241094
63177.jpg,4.6001962482782535
55233.jpg,5.414855155834504
40770.jpg,3.0840718087190075
150441.jpg,9.989139367599227
146499.jpg,3.9934936746195246
125062.jpg,6.81207039966565
91272.jpg,4.565996433682269
20822.jpg,4.978293035863198
241256.jpg,3.6818151980910834
28364.jpg,7.853830747752008
162053.jpg,3.6980210265545312
83018.jpg,4.971132596103105
52854.jpg,3.1899284180574305
37727.jpg,3.0377594018050544
60612.jpg,3.5896881597024604
77267.jpg,7.755240256418916
102849.jpg,3.528136743527392
110946.jpg,5.094816218304286
156491.jpg,3.264293658220051
37138.jpg,3.46279943013467
129430.jpg,3.8328302772821865
101197.jpg,2.845114828677749
106528.jpg,3.9152701853412193
24215.jpg,3.939874383197313
45107.jpg,3.915676906804398
107788.jpg,10.0
111488.jpg,4.534539028434797
83011.jpg,4.104301457093822
14412.jpg,9.667184136572091
36684.jpg,4.753203864800573
89153.jpg,3.660870981083699
76715.jpg,4.57591976646745
24454.jpg,4.522567370203346
43156.jpg,3.119920071942617
212893.jpg,3.2725867419895067
50616.jpg,7.319739832703887
74627.jpg,3.217240230621856
283881.jpg,3.438981696457483
105814.jpg,3.9234816422952576
40219.jpg,3.4220606397726803
48244.jpg,2.916261923937969
48250.jpg,3.2009203967089555
101728.jpg,3.4037047369881983
94546.jpg,4.15906626458112
34996.jpg,3.5347016541322978
19369.jpg,2.9618014888329496
269486.jpg,5.621765008857981
187331.jpg,3.1390302084415604
172793.jpg,3.670999312237502
110885.jpg,3.5648887503215305
50658.jpg,3.7478789625019697
59437.jpg,3.4540758909634297
102641.jpg,3.391953408703154
294085.jpg,3.5157628888505563
32256.jpg,3.6135227135449006
124929.jpg,3.114114590876144
263805.jpg,3.566257950136692
98086.jpg,3.1329836430248705
19210.jpg,8.210368562155892
17334.jpg,7.76295185563578
15850.jpg,9.999999982235986
122476.jpg,3.664937849741272
136562.jpg,3.505313542622442
29493.jpg,3.763807562888098
231314.jpg,3.359216223539036
114985.jpg,3.3998429710836886
24762.jpg,4.95022755864322
48179.jpg,4.558320824941529
95523.jpg,3.874331449236672
28849.jpg,9.122603768147682
282347.jpg,9.999336693949433
105848.jpg,5.177424590809059
95455.jpg,3.425870358013582
34681.jpg,3.3587373782481733
158805.jpg,3.5738326388932284
210244.jpg,3.4855469970229187
151445.jpg,6.32940044106673
84522.jpg,2.9487811193609788
51100.jpg,9.98868186048803
72178.jpg,3.449923274945592
253353.jpg,4.723826947665249
13599.jpg,4.526860287386172
187274.jpg,3.4667379061474257
31126.jpg,3.515330802435018
230249.jpg,3.553854075137078
178518.jpg,6.048272418044776
42040.jpg,4.154978982841096
13533.jpg,4.715925163786455
189556.jpg,7.737528252003462
45020.jpg,4.225734823330074
91659.jpg,3.2591889827820317
85336.jpg,4.781366460501781
272726.jpg,3.607290914108011
131353.jpg,9.868106500240886
100949.jpg,3.016826455353442
49540.jpg,3.604603174050095
68032.jpg,5.6569109770979695
69578.jpg,3.488929460263545
24189.jpg,6.500996899225261
99597.jpg,3.0598222571552807
259316.jpg,8.579019476127547
254927.jpg,3.447724538102739
17430.jpg,4.178954039830185
27249.jpg,5.02832830878189
17751.jpg,4.725932192686877
15060.jpg,5.184832821338519
33428.jpg,3.113414585115996
197902.jpg,3.300790303293315
196947.jpg,2.945933169545244
11811.jpg,3.730740626727632
242608.jpg,7.68053924890086
110752.jpg,3.203991623137872
45400.jpg,5.32543710442462
92116.jpg,3.080261751715044
66528.jpg,3.3036184773924218
33904.jpg,3.2803610318232708
27239.jpg,5.02832830878189
181694.jpg,3.299531092472016
73220.jpg,3.669055570900629
18380.jpg,3.301732854798164
89455.jpg,3.8726178049518656
47705.jpg,5.211429805201502
66179.jpg,4.333771868312125
91765.jpg,4.679145642562494
48841.jpg,3.237154173758507
60644.jpg,5.017114202741556
202326.jpg,3.105267180104963
161829.jpg,3.207464347094555
18191.jpg,3.507479374076921
104862.jpg,3.538111268906464
64604.jpg,3.830621025142568
146106.jpg,9.9625237370032
64611.jpg,4.595837089394349
16899.jpg,9.895583445654896
30208.jpg,7.139767767249465
24456.jpg,4.568157544011856
91993.jpg,5.930107743365145
50448.jpg,3.0301675473344707
259624.jpg,9.990205982046254
81803.jpg,3.0990070894293016
18897.jpg,4.036799389584818
90697.jpg,3.5831301628455057
55318.jpg,4.324505163278217
148469.jpg,3.987740894894361
139478.jpg,3.1334846339493683
21481.jpg,4.967846800548185
108663.jpg,3.2373568227438176
174198.jpg,4.4928012300618185
48691.jpg,4.561564736518309
200070.jpg,3.156206850700383
25812.jpg,3.055746651200959
103866.jpg,4.788860055154698
52461.jpg,9.4965722783517
44858.jpg,3.667630920028365
66658.jpg,5.416401601864708
230533.jpg,3.4791109095095702
79465.jpg,3.016463345313522
136152.jpg,3.4084540492711097
223478.jpg,3.5045919805461474
100880.jpg,3.0816355932213555
71256.jpg,3.620007788330229
214694.jpg,3.249550928249324
55342.jpg,5.774014220086347
96000.jpg,9.99507803355821
32620.jpg,3.5474544083040254
94304.jpg,3.356760736812814
234584.jpg,9.597134124874875
13707.jpg,3.683313125101323
118408.jpg,3.2311330969110297
88676.jpg,9.99999565370738
77977.jpg,3.547270073051522
88819.jpg,3.884975356919568
47021.jpg,4.119362739537781
259859.jpg,3.5918376521664004
94692.jpg,3.350824836364914
96061.jpg,5.192448605622712
281180.jpg,3.030901783972617
16768.jpg,9.477390875763303
158908.jpg,3.1980648170901733
66087.jpg,3.270162824774306
215612.jpg,6.735920583900236
94400.jpg,3.059863526950866
57198.jpg,4.517796545125703
33154.jpg,3.8910015452337423
55942.jpg,3.239381379812494
61902.jpg,9.990703612031613
103734.jpg,3.0773804992146743
262900.jpg,3.8943909068241833
13492.jpg,4.665335153707788
87799.jpg,3.523469548494644
84698.jpg,3.803359556095306
140842.jpg,3.612531159212747
69046.jpg,4.973443200996797
173367.jpg,4.040247727553482
66280.jpg,3.380052109408048
230026.jpg,3.880462593417705
45023.jpg,4.121457804792584
14572.jpg,3.6001239849075954
19203.jpg,3.016455768948072
166481.jpg,4.12166937291312
92891.jpg,3.998857490164033
27613.jpg,9.3750967291546
81514.jpg,4.969890663519901
63836.jpg,4.895019446437869
205549.jpg,3.3609547755789144
13225.jpg,3.220508930378254
144305.jpg,3.5046406574072355
60915.jpg,4.395420951460571
285551.jpg,5.638446172824773
127363.jpg,5.06906241903128
108957.jpg,9.925185518346847
57903.jpg,3.701091112258022
106127.jpg,9.914786539343543
85118.jpg,3.5032189882287588
273861.jpg,3.155034800612152
134842.jpg,3.2451161069369605
94219.jpg,3.6973762394172103
73860.jpg,3.365755117055441
109222.jpg,4.680061440958459
96745.jpg,9.970444505192466
199462.jpg,3.0917716734649137
129237.jpg,9.999060483971837
118340.jpg,3.4662249030977965
29707.jpg,5.196341440845319
18458.jpg,2.884410778043668
282841.jpg,3.31699988677734
28162.jpg,3.787329588771802
81745.jpg,4.940395160530794
94247.jpg,2.996387394261999
11127.jpg,8.157889235293023
83123.jpg,3.357272460933081
11080.jpg,7.039241726115527
77847.jpg,6.66387247520729
235101.jpg,3.1139100590715945
36475.jpg,3.65641573418721
43690.jpg,2.860749006108583
66810.jpg,8.310681275037998
104963.jpg,6.161141235319536
299173.jpg,2.978214002521744
202645.jpg,3.3643071296463694
54015.jpg,4.650338642383836
24117.jpg,3.551472999803555
55790.jpg,3.091686311261705
105870.jpg,3.3811838057479804
93358.jpg,3.706835459840376
34665.jpg,3.365733042700706
69803.jpg,3.7600977955498647
23557.jpg,4.877875833521369
231397.jpg,3.89734610859606
92348.jpg,9.986006431519789
47823.jpg,4.627300344957917
13302.jpg,2.9622104059653886
74632.jpg,3.930813506335566
60808.jpg,2.986050320579126
153672.jpg,4.651976618691716
15492.jpg,3.21144685546506
188273.jpg,3.101071914572445
78146.jpg,3.7333223542646494
118296.jpg,6.127403297474955
259775.jpg,3.2609444801266285
